"rating","text","ts","bot_percentage","profileimage"
"-0.125","RT @moviesndtv: #BlackBuckPoachingCase: 'Salman Khan Will Come Out Stronger,' Tweet Varun Dhawan And Other Celebs https://t.co/1yRwzm91Il h…","1522969381.0","",""
"0.5","RT @NDTVProfit: Top Banker Bonuses Are Said to Be Delayed Amid India Frauds https://t.co/r8NV94hfO0","1522969366.0","",""
"0.0","RT @Gadgets360: Facebook Being Investigated by UK Regulator Over Political Campaigning https://t.co/5IjBoTXqby","1522969363.0","",""
"0.0","Visuals from BJP parliamentary party meeting in Delhi (ANI) https://t.co/CsGhpOq6Bx","1522969284.0","",""
"0.5","Top stories now on https://t.co/Fbzw6mR9Q5 \n\n#NDTVTopStories https://t.co/zyjKYpaMTo","1522969154.0","",""
"0.0","Andhra Pradesh Chief Minister N Chandrababu Naidu in a teleconference with party MPs said, ""BJP is practising divid… https://t.co/mj9e0WAhmJ","1522968784.0","",""
"0.0","Andhra Pradesh Chief Minister N Chandrababu Naidu in a teleconference with party MPs today said ""BJP is running awa… https://t.co/CVVqpaVscZ","1522968585.0","",""
"0.13636363636363635","#JustIn | Judge arrives in court for hearing Salman Khan’s bail plea #BlackBuckPoachingCase\n\nTrack LIVE updates her… https://t.co/MimD9MMRE0","1522968564.0","",""
"-0.19166666666666665","For mess he and flock of seagulls left behind years ago, man begs forgiveness\nhttps://t.co/wEmmLtHp9G https://t.co/FWow673EKq","1522968317.0","",""
"0.0","Lead story now on https://t.co/Fbzw6mR9Q5: https://t.co/tkfeNLe6xy\n\n#NDTVLeadStory #BlackBuckPoachingCase… https://t.co/HpHvyJr6Qy","1522968185.0","",""
"0.0","Delhi: Prime Minister Narendra Modi and Home Minister Rajnath Singh arrive for BJP parliamentary party meeting (ANI) https://t.co/zloc8ei8pu","1522967837.0","",""
"0.0","RT @Sports_NDTV: #GC2018: Deepak Lather competes in Men's 69 kg #GC2018Weightlifting event\n\nLive: https://t.co/PmLNYihNxP","1522967759.0","",""
"0.06818181818181818","RT @Sports_NDTV: #GC2018: India take on Scotland in Badminton Mixed Team Event, Group A\n\n#GC2018Badminton \n\nLive: https://t.co/PmLNYihNxP h…","1522967652.0","",""
"0.0","After aborted ""#FakeNews"" order, centre turns focus on online media https://t.co/QKUs6W44xh https://t.co/PxMscDpI5x","1522967600.0","",""
"-0.25","""Zombie-like"" raccoons are terrorising residents of this small town\nhttps://t.co/gQ8cou2E5j https://t.co/Img1tFrLtx","1522967459.0","",""
"0.8","RT @Sports_NDTV: #GC2018: India's #NamanTanwar advances to Men's 91kg quarter-finals after a routine win over Haruna Mhando of Tanzania\n\n#g…","1522967202.0","",""
"0.0","RT @carandbike: .@Ducati_India receives increased demand for the #PanigaleV4 superbike in India and has therefore, started taking bookings…","1522967183.0","",""
"0.0","Bike thieves, inspired by Bollywood movie ""Dhoom"", arrested in Delhi\nhttps://t.co/R6QrxkB0gW https://t.co/vvYXoeA0Uf","1522966795.0","",""
"0.0","WATCH | Ahead of BJP's mega celebration, massive traffic jams in Mumbai https://t.co/NUQRyq7xUk https://t.co/HyeOJG5iJk","1522966704.0","",""
"-0.2","RT @Sports_NDTV: #GC2018: In boxing, Naman Tanwar is up against Haruna Mhando of United Republic of Tanzania in the Men's 91kg Round of 16…","1522966330.0","",""
"0.2","Who makes the real Cuban rum? A dispute that has lasted for decades https://t.co/T91Be1juQ9 https://t.co/4l8UVibpU7","1522966276.0","",""
"0.0","""You're playing with fire"": Russia to UK on spy poisoning row https://t.co/asKvWMli6V https://t.co/Lr9sPz8VBs","1522966057.0","",""
"0.13636363636363635","RT @Gadgets360: Does the new #Oppo F7 live up to its expectations? We find out. https://t.co/5IUcOoLH4W","1522965642.0","",""
"0.16818181818181818","RT @Gadgets360: Ola wants you to ride on its cabs without worrying, introduces new in-trip insurance with cover up to ₹5 lakh. https://t.co…","1522965617.0","",""
"0.5","Top stories now on https://t.co/Fbzw6mR9Q5 \n\n#NDTVTopStories https://t.co/IGSwU6v6OI","1522965536.0","",""
"0.0","Mohammed bin Salman: A reformist Prince who has shaken Saudi Arabia\nhttps://t.co/Rk8umZejg2 https://t.co/3V7wrVgFAa","1522965510.0","",""
"0.0","""Perhaps I'm gullible"": Nitish Kumar's stinging takedown of Tejashwi Yadav https://t.co/QJKAjdKMww https://t.co/SuFRQtRcFj","1522965503.0","",""
"0.0","Lalu Yadav's Son Tej Pratap To Marry Aishwarya Roy. Details Here https://t.co/JgctYFPDG5 #NDTVNewsBeeps https://t.co/M8r9XWFCjR","1522965433.0","",""
"0.0","UP man bites off brother's nose, attacks father after denied money for alcohol https://t.co/o3UnTR5ZEo https://t.co/AoQK8JiRnD","1522965337.0","",""
"0.0","US approves $1.31 billion artillery sale to Saudi Arabia https://t.co/ljg88bcxfU https://t.co/pDqzD9OCAC","1522965193.0","",""
"0.0","TDP lawmakers stayed put after Rajya Sabha was adjourned. Marshalled out\nhttps://t.co/89SAy6TpK8 https://t.co/8RWlFpz8LV","1522965145.0","",""
"0.0","Trump seeks an additional $100 billion in tariffs against China in escalation of trade confrontation… https://t.co/JJYwJtiAKg","1522965107.0","",""
